0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:02:25 +0530] "GET /publisher/design?name=SCPservice&version=v1&provider=S.COM/admin@carbon.super HTTP/1.1" 302 - "https://localhost:9443/publisher/implement?name=SCPservice&version=v1&provider=S.COM/admin@carbon.super" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:02:27 +0530] "GET /publisher/site/pages/login.jag?requestedPage=/publisher/design?name%3DSCPservice%26version%3Dv1%26provider%3DS.COM%2Fadmin%40carbon.super HTTP/1.1" 200 4842 "https://localhost:9443/publisher/implement?name=SCPservice&version=v1&provider=S.COM/admin@carbon.super" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:00 +0530] "POST /publisher/jagg/jaggery_acs.jag HTTP/1.1" 302 - "https://localhost:9444/samlsso" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:03 +0530] "GET /publisher/ HTTP/1.1" 200 6065 "https://localhost:9444/samlsso" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:05 +0530] "GET /publisher/site/conf/locales/js/i18nResources.json HTTP/1.1" 200 12454 "https://localhost:9443/publisher/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:05 +0530] "GET /publisher/site/conf/locales/js/i18nResources.json HTTP/1.1" 200 12454 "https://localhost:9443/publisher/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:05 +0530] "GET /publisher/site/conf/locales/js/i18nResources.json HTTP/1.1" 200 12454 "https://localhost:9443/publisher/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:10 +0530] "POST /publisher/site/blocks/user/login/ajax/sessionCheck.jag HTTP/1.1" 200 - "https://localhost:9443/publisher/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:11 +0530] "GET /publisher/site/pages/add.jag HTTP/1.1" 200 4916 "https://localhost:9443/publisher/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:11 +0530] "GET /publisher/site/themes/wso2/templates/utils/url-validation/auto-url-validator.js HTTP/1.1" 404 227 "https://localhost:9443/publisher/site/pages/add.jag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:11 +0530] "GET /publisher/site/conf/locales/js/i18nResources.json HTTP/1.1" 200 12454 "https://localhost:9443/publisher/site/pages/add.jag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:11 +0530] "GET /publisher/site/conf/locales/js/i18nResources.json HTTP/1.1" 200 12454 "https://localhost:9443/publisher/site/pages/add.jag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:11 +0530] "GET /publisher/site/conf/locales/js/i18nResources.json HTTP/1.1" 200 12454 "https://localhost:9443/publisher/site/pages/add.jag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:11 +0530] "GET /publisher/site/themes/wso2/templates/utils/url-validation/auto-url-validator.js HTTP/1.1" 404 227 "https://localhost:9443/publisher/site/pages/add.jag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:19 +0530] "POST /publisher/site/blocks/item-design/ajax/add.jag?action=start&type=new HTTP/1.1" 200 41 "https://localhost:9443/publisher/site/pages/add.jag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:19 +0530] "GET /publisher/design HTTP/1.1" 200 9670 "https://localhost:9443/publisher/site/pages/add.jag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:20 +0530] "GET /publisher/site/conf/locales/js/i18nResources.json HTTP/1.1" 200 12454 "https://localhost:9443/publisher/design" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:20 +0530] "GET /publisher/site/conf/locales/js/i18nResources.json HTTP/1.1" 200 12454 "https://localhost:9443/publisher/design" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:20 +0530] "GET /publisher/site/conf/locales/js/i18nResources.json HTTP/1.1" 200 12454 "https://localhost:9443/publisher/design" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:32 +0530] "POST /publisher/site/blocks/item-add/ajax/add.jag HTTP/1.1" 200 36 "https://localhost:9443/publisher/design" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:38 +0530] "POST /publisher/site/blocks/item-add/ajax/add.jag HTTP/1.1" 200 36 "https://localhost:9443/publisher/design" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:03:51 +0530] "POST /publisher/site/blocks/item-add/ajax/add.jag HTTP/1.1" 200 36 "https://localhost:9443/publisher/design" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
0:0:0:0:0:0:0:1 - - [22/Nov/2017:13:07:22 +0530] "POST /publisher/site/blocks/item-add/ajax/add.jag HTTP/1.1" 200 36 "https://localhost:9443/publisher/design" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
